,State,County,Confirmed,Recovered,Deaths,Last_Update
1135,North Dakota,Griggs,0,0,0,2020-03-25T15:58:59.000Z
2819,North Dakota,Towner,0,0,0,2020-03-25T15:58:59.000Z
779,North Dakota,Dickey,0,0,0,2020-03-25T15:58:59.000Z
106,Ohio,Auglaize,0,0,0,2020-03-25T15:58:59.000Z
2424,Ohio,Richland,4,0,0,2020-03-25T15:58:59.000Z
2368,Ohio,Putnam,0,0,0,2020-03-25T15:58:59.000Z
2172,Ohio,Ottawa,0,0,0,2020-03-25T15:58:59.000Z
2257,Ohio,Pickaway,0,0,0,2020-03-25T15:58:59.000Z
1197,Ohio,Hardin,0,0,0,2020-03-25T15:58:59.000Z
289,Ohio,Brown,0,0,0,2020-03-25T15:58:59.000Z
1028,Ohio,Geauga,5,0,0,2020-03-25T15:58:59.000Z
99,Ohio,Athens,0,0,0,2020-03-25T15:58:59.000Z
2085,Ohio,Noble,0,0,0,2020-03-25T15:58:59.000Z
3086,Ohio,Williams,0,0,0,2020-03-25T15:58:59.000Z
2551,Ohio,Scioto,0,0,0,2020-03-25T15:58:59.000Z
3133,Ohio,Wyandot,0,0,0,2020-03-25T15:58:59.000Z
2320,Ohio,Portage,4,0,0,2020-03-25T15:58:59.000Z
2887,Ohio,Union,2,0,0,2020-03-25T15:58:59.000Z
1803,Ohio,Marion,4,0,0,2020-03-25T15:58:59.000Z
613,Ohio,Columbiana,3,0,0,2020-03-25T15:58:59.000Z
2525,Ohio,Sandusky,1,0,0,2020-03-25T15:58:59.000Z
1661,Ohio,Licking,2,0,0,2020-03-25T15:58:59.000Z
2964,Ohio,Warren,7,0,0,2020-03-25T15:58:59.000Z
639,Ohio,Coshocton,3,0,0,2020-03-25T15:58:59.000Z
2210,Ohio,Paulding,0,0,0,2020-03-25T15:58:59.000Z
564,Ohio,Clermont,5,0,0,2020-03-25T15:58:59.000Z
1267,Ohio,Highland,1,0,0,2020-03-25T15:58:59.000Z
3113,Ohio,Wood,2,0,0,2020-03-25T15:58:59.000Z
1143,Ohio,Guernsey,0,0,0,2020-03-25T15:58:59.000Z
528,Ohio,Clark,2,0,0,2020-03-25T15:58:59.000Z
50,Ohio,Allen,0,0,0,2020-03-25T15:58:59.000Z
328,Ohio,Butler,18,0,0,2020-03-25T15:58:59.000Z
576,Ohio,Clinton,1,0,0,2020-03-25T15:58:59.000Z
1888,Ohio,Meigs,0,0,0,2020-03-25T15:58:59.000Z
663,Ohio,Crawford,1,0,0,2020-03-25T15:58:59.000Z
1278,Ohio,Hocking,0,0,0,2020-03-25T15:58:59.000Z
2340,Ohio,Preble,0,0,0,2020-03-25T15:58:59.000Z
1715,Ohio,Lorain,30,0,0,2020-03-25T15:58:59.000Z
2688,Ohio,Stark,13,0,1,2020-03-25T15:58:59.000Z
717,Ohio,Darke,1,0,0,2020-03-25T15:58:59.000Z
1730,Ohio,Lucas,13,0,1,2020-03-25T15:58:59.000Z
1710,Ohio,Logan,2,0,0,2020-03-25T15:58:59.000Z
1380,Ohio,Jackson,0,0,0,2020-03-25T15:58:59.000Z
1778,Ohio,Mahoning,28,0,0,2020-03-25T15:58:59.000Z
700,Ohio,Cuyahoga,167,0,2,2020-03-25T15:58:59.000Z
1284,Ohio,Holmes,0,0,0,2020-03-25T15:58:59.000Z
755,Ohio,Defiance,2,0,0,2020-03-25T15:58:59.000Z
2924,Ohio,Vinton,0,0,0,2020-03-25T15:58:59.000Z
16,Ohio,Adams,0,0,0,2020-03-25T15:58:59.000Z
760,Ohio,Delaware,11,0,0,2020-03-25T15:58:59.000Z
1167,Ohio,Hamilton,38,0,0,2020-03-25T15:58:59.000Z
1771,Ohio,Madison,1,0,0,2020-03-25T15:58:59.000Z
2909,Ohio,Van Wert,0,0,0,2020-03-25T15:58:59.000Z
2576,Ohio,Seneca,1,0,0,2020-03-25T15:58:59.000Z
1885,Ohio,Medina,15,0,0,2020-03-25T15:58:59.000Z
2836,Ohio,Trumbull,4,0,0,2020-03-25T15:58:59.000Z
2598,Ohio,Shelby,0,0,0,2020-03-25T15:58:59.000Z
403,Ohio,Carroll,3,0,0,2020-03-25T15:58:59.000Z
1991,Ohio,Montgomery,10,0,0,2020-03-25T15:58:59.000Z
974,Ohio,Franklin,75,0,2,2020-03-25T15:58:59.000Z
2732,Ohio,Summit,36,0,0,2020-03-25T15:58:59.000Z
2275,Ohio,Pike,0,0,0,2020-03-25T15:58:59.000Z
2012,Ohio,Morgan,0,0,0,2020-03-25T15:58:59.000Z
1533,Ohio,Knox,1,0,0,2020-03-25T15:58:59.000Z
3024,Ohio,Wayne,0,0,0,2020-03-25T15:58:59.000Z
2021,Ohio,Morrow,0,0,0,2020-03-25T15:58:59.000Z
1218,Ohio,Harrison,0,0,0,2020-03-25T15:58:59.000Z
90,Ohio,Ashland,1,0,0,2020-03-25T15:58:59.000Z
2037,Ohio,Muskingum,0,0,0,2020-03-25T15:58:59.000Z
1000,Ohio,Fulton,0,0,0,2020-03-25T15:58:59.000Z
93,Ohio,Ashtabula,3,0,0,2020-03-25T15:58:59.000Z
1010,Ohio,Gallia,1,0,1,2020-03-25T15:58:59.000Z
2240,Ohio,Perry,0,0,0,2020-03-25T15:58:59.000Z
1417,Ohio,Jefferson,0,0,0,2020-03-25T15:58:59.000Z
1969,Ohio,Monroe,0,0,0,2020-03-25T15:58:59.000Z
1121,Ohio,Greene,3,0,0,2020-03-25T15:58:59.000Z
1183,Ohio,Hancock,1,0,0,2020-03-25T15:58:59.000Z
1255,Ohio,Henry,0,0,0,2020-03-25T15:58:59.000Z
2994,Ohio,Washington,1,0,0,2020-03-25T15:58:59.000Z
1570,Ohio,Lake,11,0,0,2020-03-25T15:58:59.000Z
2472,Ohio,Ross,0,0,0,2020-03-25T15:58:59.000Z
172,Ohio,Belmont,2,0,0,2020-03-25T15:58:59.000Z
446,Ohio,Champaign,1,0,0,2020-03-25T15:58:59.000Z
883,Ohio,Erie,1,0,1,2020-03-25T15:58:59.000Z
1913,Ohio,Miami,19,0,0,2020-03-25T15:58:59.000Z
1328,Ohio,Huron,2,0,0,2020-03-25T15:58:59.000Z
2845,Ohio,Tuscarawas,3,0,0,2020-03-25T15:58:59.000Z
1903,Ohio,Mercer,0,0,0,2020-03-25T15:58:59.000Z
920,Ohio,Fayette,0,0,0,2020-03-25T15:58:59.000Z
1614,Ohio,Lawrence,0,0,0,2020-03-25T15:58:59.000Z
902,Ohio,Fairfield,2,0,0,2020-03-25T15:58:59.000Z
3123,Oklahoma,Woodward,0,0,0,2020-03-25T15:58:59.000Z
2215,Oklahoma,Payne,3,0,0,2020-03-25T15:58:59.000Z
2173,Oklahoma,Ottawa,0,0,0,2020-03-25T15:58:59.000Z
2213,Oklahoma,Pawnee,4,0,1,2020-03-25T15:58:59.000Z
1418,Oklahoma,Jefferson,0,0,0,2020-03-25T15:58:59.000Z
1090,Oklahoma,Grant,0,0,0,2020-03-25T15:58:59.000Z
3121,Oklahoma,Woods,0,0,0,2020-03-25T15:58:59.000Z
1131,Oklahoma,Greer,0,0,0,2020-03-25T15:58:59.000Z
159,Oklahoma,Beaver,0,0,0,2020-03-25T15:58:59.000Z
164,Oklahoma,Beckham,0,0,0,2020-03-25T15:58:59.000Z
2463,Oklahoma,Roger Mills,0,0,0,2020-03-25T15:58:59.000Z
215,Oklahoma,Blaine,0,0,0,2020-03-25T15:58:59.000Z
2578,Oklahoma,Sequoyah,0,0,0,2020-03-25T15:58:59.000Z
502,Oklahoma,Choctaw,0,0,0,2020-03-25T15:58:59.000Z
1618,Oklahoma,Le Flore,0,0,0,2020-03-25T15:58:59.000Z
510,Oklahoma,Cimarron,0,0,0,2020-03-25T15:58:59.000Z
2697,Oklahoma,Stephens,0,0,0,2020-03-25T15:58:59.000Z
1863,Oklahoma,McIntosh,0,0,0,2020-03-25T15:58:59.000Z
2574,Oklahoma,Seminole,0,0,0,2020-03-25T15:58:59.000Z
1853,Oklahoma,McCurtain,0,0,0,2020-03-25T15:58:59.000Z
1846,Oklahoma,McClain,1,0,0,2020-03-25T15:58:59.000Z
1845,Oklahoma,Mayes,1,0,0,2020-03-25T15:58:59.000Z
567,Oklahoma,Cleveland,22,0,1,2020-03-25T15:58:59.000Z
37,Oklahoma,Alfalfa,0,0,0,2020-03-25T15:58:59.000Z
580,Oklahoma,Coal,0,0,0,2020-03-25T15:58:59.000Z
1316,Oklahoma,Hughes,0,0,0,2020-03-25T15:58:59.000Z
870,Oklahoma,Ellis,0,0,0,2020-03-25T15:58:59.000Z
1821,Oklahoma,Marshall,0,0,0,2020-03-25T15:58:59.000Z
618,Oklahoma,Comanche,0,0,0,2020-03-25T15:58:59.000Z
775,Oklahoma,Dewey,0,0,0,2020-03-25T15:58:59.000Z
642,Oklahoma,Cotton,0,0,0,2020-03-25T15:58:59.000Z
650,Oklahoma,Craig,0,0,0,2020-03-25T15:58:59.000Z
1779,Oklahoma,Major,0,0,0,2020-03-25T15:58:59.000Z
1680,Oklahoma,Lincoln,0,0,0,2020-03-25T15:58:59.000Z
2326,Oklahoma,Pottawatomie,0,0,0,2020-03-25T15:58:59.000Z
761,Oklahoma,Delaware,0,0,0,2020-03-25T15:58:59.000Z
666,Oklahoma,Creek,0,0,0,2020-03-25T15:58:59.000Z
2932,Oklahoma,Wagoner,0,0,0,2020-03-25T15:58:59.000Z
698,Oklahoma,Custer,2,0,0,2020-03-25T15:58:59.000Z
7,Oklahoma,Adair,0,0,0,2020-03-25T15:58:59.000Z
1711,Oklahoma,Logan,1,0,0,2020-03-25T15:58:59.000Z
1723,Oklahoma,Love,0,0,0,2020-03-25T15:58:59.000Z
2315,Oklahoma,Pontotoc,1,0,0,2020-03-25T15:58:59.000Z
2158,Oklahoma,Osage,0,0,0,2020-03-25T15:58:59.000Z
476,Oklahoma,Cherokee,0,0,0,2020-03-25T15:58:59.000Z
2995,Oklahoma,Washington,2,0,0,2020-03-25T15:58:59.000Z
2800,Oklahoma,Tillman,0,0,0,2020-03-25T15:58:59.000Z
1022,Oklahoma,Garvin,2,0,0,2020-03-25T15:58:59.000Z
297,Oklahoma,Bryan,0,0,0,2020-03-25T15:58:59.000Z
2086,Oklahoma,Noble,2,0,0,2020-03-25T15:58:59.000Z
1206,Oklahoma,Harmon,0,0,0,2020-03-25T15:58:59.000Z
2104,Oklahoma,Nowata,0,0,0,2020-03-25T15:58:59.000Z
1016,Oklahoma,Garfield,0,0,0,2020-03-25T15:58:59.000Z
1477,Oklahoma,Kay,5,0,0,2020-03-25T15:58:59.000Z
2790,Oklahoma,Texas,0,0,0,2020-03-25T15:58:59.000Z
2128,Oklahoma,Okfuskee,0,0,0,2020-03-25T15:58:59.000Z
2129,Oklahoma,Oklahoma,41,0,0,2020-03-25T15:58:59.000Z
2130,Oklahoma,Okmulgee,0,0,0,2020-03-25T15:58:59.000Z
1451,Oklahoma,Johnston,0,0,0,2020-03-25T15:58:59.000Z
1069,Oklahoma,Grady,1,0,0,2020-03-25T15:58:59.000Z
102,Oklahoma,Atoka,0,0,0,2020-03-25T15:58:59.000Z
1599,Oklahoma,Latimer,0,0,0,2020-03-25T15:58:59.000Z
1210,Oklahoma,Harper,0,0,0,2020-03-25T15:58:59.000Z
1381,Oklahoma,Jackson,1,0,0,2020-03-25T15:58:59.000Z
338,Oklahoma,Caddo,0,0,0,2020-03-25T15:58:59.000Z
1518,Oklahoma,Kiowa,0,0,0,2020-03-25T15:58:59.000Z
2038,Oklahoma,Muskogee,1,0,0,2020-03-25T15:58:59.000Z
2033,Oklahoma,Murray,0,0,0,2020-03-25T15:58:59.000Z
2361,Oklahoma,Pushmataha,0,0,0,2020-03-25T15:58:59.000Z
378,Oklahoma,Canadian,4,0,0,2020-03-25T15:58:59.000Z
1228,Oklahoma,Haskell,0,0,0,2020-03-25T15:58:59.000Z
1510,Oklahoma,Kingfisher,0,0,0,2020-03-25T15:58:59.000Z
411,Oklahoma,Carter,0,0,0,2020-03-25T15:58:59.000Z
2464,Oklahoma,Rogers,0,0,0,2020-03-25T15:58:59.000Z
2839,Oklahoma,Tulsa,12,0,1,2020-03-25T15:58:59.000Z
2285,Oklahoma,Pittsburg,0,0,0,2020-03-25T15:58:59.000Z
3005,Oklahoma,Washita,0,0,0,2020-03-25T15:58:59.000Z
1208,Oregon,Harney,0,0,0,2020-03-25T15:58:59.000Z
2309,Oregon,Polk,3,0,0,2020-03-25T15:58:59.000Z
3143,Oregon,Yamhill,6,0,0,2020-03-25T15:58:59.000Z
118,Oregon,Baker,0,0,0,2020-03-25T15:58:59.000Z
2030,Oregon,Multnomah,25,0,2,2020-03-25T15:58:59.000Z
1289,Oregon,Hood River,1,0,0,2020-03-25T15:58:59.000Z
2943,Oregon,Wallowa,0,0,0,2020-03-25T15:58:59.000Z
633,Oregon,Coos,0,0,0,2020-03-25T15:58:59.000Z
3058,Oregon,Wheeler,0,0,0,2020-03-25T15:58:59.000Z
2888,Oregon,Union,1,0,0,2020-03-25T15:58:59.000Z
2799,Oregon,Tillamook,0,0,0,2020-03-25T15:58:59.000Z
1589,Oregon,Lane,5,0,1,2020-03-25T15:58:59.000Z
609,Oregon,Columbia,0,0,0,2020-03-25T15:58:59.000Z
2610,Oregon,Sherman,0,0,0,2020-03-25T15:58:59.000Z
2970,Oregon,Wasco,0,0,0,2020-03-25T15:58:59.000Z
1523,Oregon,Klamath,1,0,0,2020-03-25T15:58:59.000Z
814,Oregon,Douglas,3,0,0,2020-03-25T15:58:59.000Z
537,Oregon,Clatsop,1,0,0,2020-03-25T15:58:59.000Z
2022,Oregon,Morrow,0,0,0,2020-03-25T15:58:59.000Z
512,Oregon,Clackamas,17,0,1,2020-03-25T15:58:59.000Z
1571,Oregon,Lake,0,0,0,2020-03-25T15:58:59.000Z
1382,Oregon,Jackson,3,0,0,2020-03-25T15:58:59.000Z
2855,Oregon,Umatilla,2,0,0,2020-03-25T15:58:59.000Z
1043,Oregon,Gilliam,0,0,0,2020-03-25T15:58:59.000Z
771,Oregon,Deschutes,10,0,0,2020-03-25T15:58:59.000Z
1804,Oregon,Marion,32,0,1,2020-03-25T15:58:59.000Z
2996,Oregon,Washington,76,0,2,2020-03-25T15:58:59.000Z
1681,Oregon,Lincoln,1,0,0,2020-03-25T15:58:59.000Z
1458,Oregon,Josephine,1,0,0,2020-03-25T15:58:59.000Z
1780,Oregon,Malheur,0,0,0,2020-03-25T15:58:59.000Z
693,Oregon,Curry,0,0,0,2020-03-25T15:58:59.000Z
186,Oregon,Benton,4,0,0,2020-03-25T15:58:59.000Z
673,Oregon,Crook,0,0,0,2020-03-25T15:58:59.000Z
1091,Oregon,Grant,1,0,0,2020-03-25T15:58:59.000Z
1419,Oregon,Jefferson,0,0,0,2020-03-25T15:58:59.000Z
1691,Oregon,Linn,21,0,1,2020-03-25T15:58:59.000Z
1735,Pennsylvania,Luzerne,21,0,0,2020-03-25T15:58:59.000Z
1623,Pennsylvania,Lebanon,3,0,0,2020-03-25T15:58:59.000Z
1325,Pennsylvania,Huntingdon,0,0,0,2020-03-25T15:58:59.000Z
1904,Pennsylvania,Mercer,2,0,0,2020-03-25T15:58:59.000Z
864,Pennsylvania,Elk,0,0,0,2020-03-25T15:58:59.000Z
482,Pennsylvania,Chester,40,0,0,2020-03-25T15:58:59.000Z
719,Pennsylvania,Dauphin,4,0,0,2020-03-25T15:58:59.000Z
1921,Pennsylvania,Mifflin,0,0,0,2020-03-25T15:58:59.000Z
884,Pennsylvania,Erie,5,0,0,2020-03-25T15:58:59.000Z
2913,Pennsylvania,Venango,0,0,0,2020-03-25T15:58:59.000Z
2550,Pennsylvania,Schuylkill,5,0,0,2020-03-25T15:58:59.000Z
1615,Pennsylvania,Lawrence,0,0,0,2020-03-25T15:58:59.000Z
45,Pennsylvania,Allegheny,58,0,2,2020-03-25T15:58:59.000Z
664,Pennsylvania,Crawford,0,0,0,2020-03-25T15:58:59.000Z
1736,Pennsylvania,Lycoming,0,0,0,2020-03-25T15:58:59.000Z
1864,Pennsylvania,McKean,0,0,0,2020-03-25T15:58:59.000Z
687,Pennsylvania,Cumberland,13,0,0,2020-03-25T15:58:59.000Z
559,Pennsylvania,Clearfield,1,0,0,2020-03-25T15:58:59.000Z
577,Pennsylvania,Clinton,0,0,0,2020-03-25T15:58:59.000Z
2965,Pennsylvania,Warren,0,0,0,2020-03-25T15:58:59.000Z
610,Pennsylvania,Columbia,1,0,0,2020-03-25T15:58:59.000Z
762,Pennsylvania,Delaware,84,0,0,2020-03-25T15:58:59.000Z
17,Pennsylvania,Adams,6,0,0,2020-03-25T15:58:59.000Z
2889,Pennsylvania,Union,0,0,0,2020-03-25T15:58:59.000Z
2328,Pennsylvania,Potter,1,0,0,2020-03-25T15:58:59.000Z
3156,Pennsylvania,York,18,0,0,2020-03-25T15:58:59.000Z
519,Pennsylvania,Clarion,0,0,0,2020-03-25T15:58:59.000Z
1638,Pennsylvania,Lehigh,27,0,1,2020-03-25T15:58:59.000Z
440,Pennsylvania,Centre,7,0,0,2020-03-25T15:58:59.000Z
1001,Pennsylvania,Fulton,0,0,0,2020-03-25T15:58:59.000Z
2802,Pennsylvania,Tioga,0,0,0,2020-03-25T15:58:59.000Z
165,Pennsylvania,Bedford,0,0,0,2020-03-25T15:58:59.000Z
3048,Pennsylvania,Westmoreland,11,0,0,2020-03-25T15:58:59.000Z
302,Pennsylvania,Bucks,69,0,0,2020-03-25T15:58:59.000Z
2997,Pennsylvania,Washington,9,0,0,2020-03-25T15:58:59.000Z
1122,Pennsylvania,Greene,0,0,0,2020-03-25T15:58:59.000Z
2727,Pennsylvania,Sullivan,0,0,0,2020-03-25T15:58:59.000Z
329,Pennsylvania,Butler,6,0,0,2020-03-25T15:58:59.000Z
2096,Pennsylvania,Northampton,33,0,2,2020-03-25T15:58:59.000Z
1420,Pennsylvania,Jefferson,0,0,0,2020-03-25T15:58:59.000Z
2635,Pennsylvania,Snyder,0,0,0,2020-03-25T15:58:59.000Z
2251,Pennsylvania,Philadelphia,342,0,0,2020-03-25T15:58:59.000Z
257,Pennsylvania,Bradford,1,0,0,2020-03-25T15:58:59.000Z
1463,Pennsylvania,Juniata,1,0,0,2020-03-25T15:58:59.000Z
2241,Pennsylvania,Perry,0,0,0,2020-03-25T15:58:59.000Z
2641,Pennsylvania,Somerset,1,0,0,2020-03-25T15:58:59.000Z
2098,Pennsylvania,Northumberland,0,0,0,2020-03-25T15:58:59.000Z
193,Pennsylvania,Berks,16,0,0,2020-03-25T15:58:59.000Z
216,Pennsylvania,Blair,0,0,0,2020-03-25T15:58:59.000Z
364,Pennsylvania,Cambria,1,0,0,2020-03-25T15:58:59.000Z
1584,Pennsylvania,Lancaster,10,0,0,2020-03-25T15:58:59.000Z
921,Pennsylvania,Fayette,2,0,0,2020-03-25T15:58:59.000Z
1970,Pennsylvania,Monroe,45,0,1,2020-03-25T15:58:59.000Z
1340,Pennsylvania,Indiana,0,0,0,2020-03-25T15:58:59.000Z
948,Pennsylvania,Forest,0,0,0,2020-03-25T15:58:59.000Z
1553,Pennsylvania,Lackawanna,15,0,1,2020-03-25T15:58:59.000Z
1992,Pennsylvania,Montgomery,159,0,1,2020-03-25T15:58:59.000Z
3025,Pennsylvania,Wayne,4,0,0,2020-03-25T15:58:59.000Z
1997,Pennsylvania,Montour,3,0,0,2020-03-25T15:58:59.000Z
2276,Pennsylvania,Pike,4,0,0,2020-03-25T15:58:59.000Z
2743,Pennsylvania,Susquehanna,0,0,0,2020-03-25T15:58:59.000Z
975,Pennsylvania,Franklin,3,0,0,2020-03-25T15:58:59.000Z
370,Pennsylvania,Cameron,0,0,0,2020-03-25T15:58:59.000Z
3136,Pennsylvania,Wyoming,0,0,0,2020-03-25T15:58:59.000Z
84,Pennsylvania,Armstrong,1,0,0,2020-03-25T15:58:59.000Z
160,Pennsylvania,Beaver,3,0,0,2020-03-25T15:58:59.000Z
385,Pennsylvania,Carbon,1,0,0,2020-03-25T15:58:59.000Z
2998,Rhode Island,Washington,9,0,0,2020-03-25T15:58:59.000Z
1491,Rhode Island,Kent,7,0,0,2020-03-25T15:58:59.000Z
2351,Rhode Island,Providence,52,0,0,2020-03-25T15:58:59.000Z
272,Rhode Island,Bristol,24,0,0,2020-03-25T15:58:59.000Z
2070,Rhode Island,Newport,9,0,0,2020-03-25T15:58:59.000Z
2870,Rhode Island,Unassigned,23,0,0,2020-03-25T15:58:59.000Z
2647,South Carolina,Spartanburg,4,0,0,2020-03-25T15:58:59.000Z
3157,South Carolina,York,11,0,0,2020-03-25T15:58:59.000Z
2890,South Carolina,Union,0,0,0,2020-03-25T15:58:59.000Z
2425,South Carolina,Richland,45,0,0,2020-03-25T15:58:59.000Z
2503,South Carolina,Saluda,1,0,0,2020-03-25T15:58:59.000Z
3087,South Carolina,Williamsburg,0,0,0,2020-03-25T15:58:59.000Z
2739,South Carolina,Sumter,8,0,0,2020-03-25T15:58:59.000Z
0,South Carolina,Abbeville,1,0,0,2020-03-25T15:58:59.000Z
1174,South Carolina,Hampton,0,0,0,2020-03-25T15:58:59.000Z
451,South Carolina,Charleston,36,0,1,2020-03-25T15:58:59.000Z
1130,South Carolina,Greenwood,2,0,0,2020-03-25T15:58:59.000Z
477,South Carolina,Cherokee,0,0,0,2020-03-25T15:58:59.000Z
1805,South Carolina,Marion,0,0,0,2020-03-25T15:58:59.000Z
1035,South Carolina,Georgetown,2,0,0,2020-03-25T15:58:59.000Z
1810,South Carolina,Marlboro,1,0,0,2020-03-25T15:58:59.000Z
157,South Carolina,Beaufort,22,0,0,2020-03-25T15:58:59.000Z
483,South Carolina,Chester,1,0,0,2020-03-25T15:58:59.000Z
2260,South Carolina,Pickens,1,0,0,2020-03-25T15:58:59.000Z
1395,South Carolina,Jasper,2,0,0,2020-03-25T15:58:59.000Z
518,South Carolina,Clarendon,5,0,1,2020-03-25T15:58:59.000Z
718,South Carolina,Darlington,8,0,0,2020-03-25T15:58:59.000Z
1585,South Carolina,Lancaster,7,0,0,2020-03-25T15:58:59.000Z
1849,South Carolina,McCormick,0,0,0,2020-03-25T15:58:59.000Z
191,South Carolina,Berkeley,4,0,0,2020-03-25T15:58:59.000Z
1497,South Carolina,Kershaw,58,0,1,2020-03-25T15:58:59.000Z
2151,South Carolina,Orangeburg,8,0,0,2020-03-25T15:58:59.000Z
1128,South Carolina,Greenville,39,0,0,2020-03-25T15:58:59.000Z
485,South Carolina,Chesterfield,1,0,0,2020-03-25T15:58:59.000Z
785,South Carolina,Dillon,1,0,0,2020-03-25T15:58:59.000Z
135,South Carolina,Barnwell,0,0,0,2020-03-25T15:58:59.000Z
2116,South Carolina,Oconee,2,0,0,2020-03-25T15:58:59.000Z
935,South Carolina,Florence,5,0,2,2020-03-25T15:58:59.000Z
1605,South Carolina,Laurens,0,0,0,2020-03-25T15:58:59.000Z
21,South Carolina,Aiken,2,0,0,2020-03-25T15:58:59.000Z
51,South Carolina,Allendale,0,0,0,2020-03-25T15:58:59.000Z
61,South Carolina,Anderson,16,0,0,2020-03-25T15:58:59.000Z
355,South Carolina,Calhoun,1,0,0,2020-03-25T15:58:59.000Z
124,South Carolina,Bamberg,0,0,0,2020-03-25T15:58:59.000Z
1295,South Carolina,Horry,19,0,1,2020-03-25T15:58:59.000Z
1655,South Carolina,Lexington,19,0,1,2020-03-25T15:58:59.000Z
1633,South Carolina,Lee,2,0,0,2020-03-25T15:58:59.000Z
903,South Carolina,Fairfield,2,0,0,2020-03-25T15:58:59.000Z
804,South Carolina,Dorchester,3,0,0,2020-03-25T15:58:59.000Z
850,South Carolina,Edgefield,1,0,0,2020-03-25T15:58:59.000Z
598,South Carolina,Colleton,1,0,0,2020-03-25T15:58:59.000Z
2069,South Carolina,Newberry,1,0,0,2020-03-25T15:58:59.000Z
374,South Dakota,Campbell,0,0,0,2020-03-25T15:58:59.000Z
1149,South Dakota,Haakon,0,0,0,2020-03-25T15:58:59.000Z
529,South Dakota,Clark,0,0,0,2020-03-25T15:58:59.000Z
2445,South Dakota,Roberts,0,0,0,2020-03-25T15:58:59.000Z
1170,South Dakota,Hamlin,0,0,0,2020-03-25T15:58:59.000Z
1999,South Dakota,Moody,0,0,0,2020-03-25T15:58:59.000Z
1456,South Dakota,Jones,0,0,0,2020-03-25T15:58:59.000Z
552,South Dakota,Clay,0,0,0,2020-03-25T15:58:59.000Z
1938,South Dakota,Minnehaha,5,0,0,2020-03-25T15:58:59.000Z
1931,South Dakota,Miner,0,0,0,2020-03-25T15:58:59.000Z
450,South Dakota,Charles Mix,1,0,0,2020-03-25T15:58:59.000Z
586,South Dakota,Codington,1,0,0,2020-03-25T15:58:59.000Z
1133,South Dakota,Gregory,0,0,0,2020-03-25T15:58:59.000Z
1430,South Dakota,Jerauld,0,0,0,2020-03-25T15:58:59.000Z
2650,South Dakota,Spink,0,0,0,2020-03-25T15:58:59.000Z
3166,South Dakota,Ziebach,0,0,0,2020-03-25T15:58:59.000Z
1890,South Dakota,Mellette,0,0,0,2020-03-25T15:58:59.000Z
2843,South Dakota,Turner,0,0,0,2020-03-25T15:58:59.000Z
1616,South Dakota,Lawrence,0,0,0,2020-03-25T15:58:59.000Z
911,South Dakota,Faulk,0,0,0,2020-03-25T15:58:59.000Z
904,South Dakota,Fall River,0,0,0,2020-03-25T15:58:59.000Z
1572,South Dakota,Lake,0,0,0,2020-03-25T15:58:59.000Z
1682,South Dakota,Lincoln,0,0,0,2020-03-25T15:58:59.000Z
852,South Dakota,Edmunds,0,0,0,2020-03-25T15:58:59.000Z
815,South Dakota,Douglas,0,0,0,2020-03-25T15:58:59.000Z
2811,South Dakota,Todd,0,0,0,2020-03-25T15:58:59.000Z
1737,South Dakota,Lyman,1,0,0,2020-03-25T15:58:59.000Z
2891,South Dakota,Union,0,0,0,2020-03-25T15:58:59.000Z
2948,South Dakota,Walworth,0,0,0,2020-03-25T15:58:59.000Z
776,South Dakota,Dewey,0,0,0,2020-03-25T15:58:59.000Z
1822,South Dakota,Marshall,0,0,0,2020-03-25T15:58:59.000Z
2522,South Dakota,Sanborn,0,0,0,2020-03-25T15:58:59.000Z
734,South Dakota,Day,0,0,0,2020-03-25T15:58:59.000Z
1514,South Dakota,Kingsbury,0,0,0,2020-03-25T15:58:59.000Z
728,South Dakota,Davison,2,0,0,2020-03-25T15:58:59.000Z
699,South Dakota,Custer,0,0,0,2020-03-25T15:58:59.000Z
332,South Dakota,Butte,0,0,0,2020-03-25T15:58:59.000Z
1092,South Dakota,Grant,0,0,0,2020-03-25T15:58:59.000Z
1877,South Dakota,McPherson,0,0,0,2020-03-25T15:58:59.000Z
1880,South Dakota,Meade,0,0,0,2020-03-25T15:58:59.000Z
636,South Dakota,Corson,0,0,0,2020-03-25T15:58:59.000Z
774,South Dakota,Deuel,0,0,0,2020-03-25T15:58:59.000Z
1848,South Dakota,McCook,2,0,0,2020-03-25T15:58:59.000Z
2833,South Dakota,Tripp,0,0,0,2020-03-25T15:58:59.000Z
306,South Dakota,Buffalo,0,0,0,2020-03-25T15:58:59.000Z
2226,South Dakota,Pennington,1,0,1,2020-03-25T15:58:59.000Z
278,South Dakota,Brookings,1,0,0,2020-03-25T15:58:59.000Z
1329,South Dakota,Hutchinson,0,0,0,2020-03-25T15:58:59.000Z
1383,South Dakota,Jackson,0,0,0,2020-03-25T15:58:59.000Z
290,South Dakota,Brown,1,0,0,2020-03-25T15:58:59.000Z
154,South Dakota,Beadle,13,0,0,2020-03-25T15:58:59.000Z
227,South Dakota,Bon Homme,1,0,0,2020-03-25T15:58:59.000Z
2231,South Dakota,Perkins,0,0,0,2020-03-25T15:58:59.000Z
3145,South Dakota,Yankton,0,0,0,2020-03-25T15:58:59.000Z
2119,South Dakota,Oglala Lakota,0,0,0,2020-03-25T15:58:59.000Z
