,State,County,Confirmed,Recovered,Deaths,Last_Update
3099,Vermont,Windsor,15,0,1,2020-03-25T15:58:59.000Z
177,Vermont,Bennington,9,0,0,2020-03-25T15:58:59.000Z
2872,Vermont,Unassigned,0,0,2,2020-03-25T15:58:59.000Z
499,Vermont,Chittenden,40,0,4,2020-03-25T15:58:59.000Z
2487,Vermont,Rutland,5,0,0,2020-03-25T15:58:59.000Z
346,Vermont,Caledonia,1,0,0,2020-03-25T15:58:59.000Z
1581,Vermont,Lamoille,2,0,0,2020-03-25T15:58:59.000Z
1078,Vermont,Grand Isle,0,0,0,2020-03-25T15:58:59.000Z
20,Vermont,Addison,8,0,0,2020-03-25T15:58:59.000Z
978,Vermont,Franklin,2,0,0,2020-03-25T15:58:59.000Z
1104,Virginia,Grayson,0,0,0,2020-03-25T15:58:59.000Z
449,Virginia,Charles City,1,0,0,2020-03-25T15:58:59.000Z
2102,Virginia,Norton,0,0,0,2020-03-25T15:58:59.000Z
1358,Virginia,Isle of Wight,2,0,0,2020-03-25T15:58:59.000Z
651,Virginia,Craig,0,0,0,2020-03-25T15:58:59.000Z
167,Virginia,Bedford,3,0,0,2020-03-25T15:58:59.000Z
646,Virginia,Covington,0,0,0,2020-03-25T15:58:59.000Z
454,Virginia,Charlotte,0,0,0,2020-03-25T15:58:59.000Z
455,Virginia,Charlottesville,5,0,0,2020-03-25T15:58:59.000Z
1124,Virginia,Greene,0,0,0,2020-03-25T15:58:59.000Z
1126,Virginia,Greensville,0,0,0,2020-03-25T15:58:59.000Z
2496,Virginia,Salem,0,0,0,2020-03-25T15:58:59.000Z
2346,Virginia,Prince Edward,2,0,0,2020-03-25T15:58:59.000Z
3138,Virginia,Wythe,0,0,0,2020-03-25T15:58:59.000Z
1831,Virginia,Martinsville,0,0,0,2020-03-25T15:58:59.000Z
1841,Virginia,Mathews,0,0,0,2020-03-25T15:58:59.000Z
681,Virginia,Culpeper,2,0,0,2020-03-25T15:58:59.000Z
2925,Virginia,Virginia Beach,17,0,1,2020-03-25T15:58:59.000Z
689,Virginia,Cumberland,0,0,0,2020-03-25T15:58:59.000Z
2150,Virginia,Orange,1,0,0,2020-03-25T15:58:59.000Z
1221,Virginia,Harrisonburg,1,0,0,2020-03-25T15:58:59.000Z
242,Virginia,Botetourt,1,0,0,2020-03-25T15:58:59.000Z
83,Virginia,Arlington,36,0,0,2020-03-25T15:58:59.000Z
2360,Virginia,Pulaski,0,0,0,2020-03-25T15:58:59.000Z
3003,Virginia,Washington,0,0,0,2020-03-25T15:58:59.000Z
301,Virginia,Buckingham,0,0,0,2020-03-25T15:58:59.000Z
2777,Virginia,Tazewell,0,0,0,2020-03-25T15:58:59.000Z
715,Virginia,Danville,1,0,0,2020-03-25T15:58:59.000Z
2444,Virginia,Roanoke City,0,0,0,2020-03-25T15:58:59.000Z
1883,Virginia,Mecklenburg,2,0,0,2020-03-25T15:58:59.000Z
2633,Virginia,Smyth,0,0,0,2020-03-25T15:58:59.000Z
2319,Virginia,Poquoson,0,0,0,2020-03-25T15:58:59.000Z
36,Virginia,Alexandria,8,0,0,2020-03-25T15:58:59.000Z
300,Virginia,Buchanan,0,0,0,2020-03-25T15:58:59.000Z
295,Virginia,Brunswick,0,0,0,2020-03-25T15:58:59.000Z
2103,Virginia,Nottoway,0,0,0,2020-03-25T15:58:59.000Z
2722,Virginia,Suffolk,1,0,0,2020-03-25T15:58:59.000Z
1388,Virginia,James City,37,0,2,2020-03-25T15:58:59.000Z
536,Virginia,Clarke,0,0,0,2020-03-25T15:58:59.000Z
44,Virginia,Alleghany,0,0,0,2020-03-25T15:58:59.000Z
2336,Virginia,Powhatan,0,0,0,2020-03-25T15:58:59.000Z
486,Virginia,Chesterfield,10,0,0,2020-03-25T15:58:59.000Z
1187,Virginia,Hanover,1,0,0,2020-03-25T15:58:59.000Z
2460,Virginia,Rockingham,3,0,0,2020-03-25T15:58:59.000Z
2347,Virginia,Prince George,0,0,0,2020-03-25T15:58:59.000Z
1995,Virginia,Montgomery,0,0,0,2020-03-25T15:58:59.000Z
2967,Virginia,Warren,0,0,0,2020-03-25T15:58:59.000Z
273,Virginia,Bristol,0,0,0,2020-03-25T15:58:59.000Z
2349,Virginia,Prince William,23,0,0,2020-03-25T15:58:59.000Z
55,Virginia,Amelia,0,0,0,2020-03-25T15:58:59.000Z
2323,Virginia,Portsmouth,0,0,0,2020-03-25T15:58:59.000Z
1155,Virginia,Halifax,1,0,0,2020-03-25T15:58:59.000Z
2484,Virginia,Russell,0,0,0,2020-03-25T15:58:59.000Z
3158,Virginia,York,6,0,1,2020-03-25T15:58:59.000Z
2455,Virginia,Rockbridge,2,0,0,2020-03-25T15:58:59.000Z
2746,Virginia,Sussex,0,0,0,2020-03-25T15:58:59.000Z
76,Virginia,Appomattox,0,0,0,2020-03-25T15:58:59.000Z
602,Virginia,Colonial Heights,0,0,0,2020-03-25T15:58:59.000Z
2644,Virginia,Southampton,0,0,0,2020-03-25T15:58:59.000Z
2742,Virginia,Surry,0,0,0,2020-03-25T15:58:59.000Z
56,Virginia,Amherst,1,0,0,2020-03-25T15:58:59.000Z
480,Virginia,Chesapeake,1,0,0,2020-03-25T15:58:59.000Z
1175,Virginia,Hampton,0,0,0,2020-03-25T15:58:59.000Z
2652,Virginia,Spotsylvania,2,0,0,2020-03-25T15:58:59.000Z
1918,Virginia,Middlesex,0,0,0,2020-03-25T15:58:59.000Z
107,Virginia,Augusta,0,0,0,2020-03-25T15:58:59.000Z
29,Virginia,Albemarle,4,0,0,2020-03-25T15:58:59.000Z
1061,Virginia,Goochland,3,0,0,2020-03-25T15:58:59.000Z
2443,Virginia,Roanoke,0,0,0,2020-03-25T15:58:59.000Z
2,Virginia,Accomack,2,0,0,2020-03-25T15:58:59.000Z
376,Virginia,Campbell,0,0,0,2020-03-25T15:58:59.000Z
1257,Virginia,Henry,0,0,0,2020-03-25T15:58:59.000Z
2053,Virginia,Nelson,1,0,0,2020-03-25T15:58:59.000Z
984,Virginia,Fredericksburg,0,0,0,2020-03-25T15:58:59.000Z
3111,Virginia,Wise,0,0,0,2020-03-25T15:58:59.000Z
983,Virginia,Frederick,0,0,0,2020-03-25T15:58:59.000Z
2601,Virginia,Shenandoah,0,0,0,2020-03-25T15:58:59.000Z
981,Virginia,Franklin City,0,0,0,2020-03-25T15:58:59.000Z
2064,Virginia,New Kent,0,0,0,2020-03-25T15:58:59.000Z
2071,Virginia,Newport News,3,0,1,2020-03-25T15:58:59.000Z
979,Virginia,Franklin,1,0,0,2020-03-25T15:58:59.000Z
148,Virginia,Bath,0,0,0,2020-03-25T15:58:59.000Z
2564,Virginia,Scott,0,0,0,2020-03-25T15:58:59.000Z
1292,Virginia,Hopewell,0,0,0,2020-03-25T15:58:59.000Z
2691,Virginia,Staunton,0,0,0,2020-03-25T15:58:59.000Z
880,Virginia,Emporia,0,0,0,2020-03-25T15:58:59.000Z
1656,Virginia,Lexington,0,0,0,2020-03-25T15:58:59.000Z
892,Virginia,Essex,0,0,0,2020-03-25T15:58:59.000Z
899,Virginia,Fairfax,46,0,1,2020-03-25T15:58:59.000Z
900,Virginia,Fairfax City,0,0,0,2020-03-25T15:58:59.000Z
943,Virginia,Fluvanna,1,0,0,2020-03-25T15:58:59.000Z
3029,Virginia,Waynesboro,0,0,0,2020-03-25T15:58:59.000Z
942,Virginia,Floyd,0,0,0,2020-03-25T15:58:59.000Z
2208,Virginia,Patrick,0,0,0,2020-03-25T15:58:59.000Z
2378,Virginia,Radford,1,0,0,2020-03-25T15:58:59.000Z
2431,Virginia,Richmond City,11,0,0,2020-03-25T15:58:59.000Z
1586,Virginia,Lancaster,0,0,0,2020-03-25T15:58:59.000Z
2246,Virginia,Petersburg,0,0,0,2020-03-25T15:58:59.000Z
3096,Virginia,Winchester,0,0,0,2020-03-25T15:58:59.000Z
1247,Virginia,Henrico,14,0,2,2020-03-25T15:58:59.000Z
1719,Virginia,Loudoun,18,0,0,2020-03-25T15:58:59.000Z
2286,Virginia,Pittsylvania,0,0,0,2020-03-25T15:58:59.000Z
1054,Virginia,Gloucester,2,0,0,2020-03-25T15:58:59.000Z
1268,Virginia,Highland,0,0,0,2020-03-25T15:58:59.000Z
2396,Virginia,Rappahannock,0,0,0,2020-03-25T15:58:59.000Z
2680,Virginia,Stafford,6,0,0,2020-03-25T15:58:59.000Z
3049,Virginia,Westmoreland,0,0,0,2020-03-25T15:58:59.000Z
1507,Virginia,King George,0,0,0,2020-03-25T15:58:59.000Z
218,Virginia,Bland,0,0,0,2020-03-25T15:58:59.000Z
304,Virginia,Buena Vista,0,0,0,2020-03-25T15:58:59.000Z
1782,Virginia,Manassas Park,0,0,0,2020-03-25T15:58:59.000Z
1781,Virginia,Manassas,0,0,0,2020-03-25T15:58:59.000Z
1041,Virginia,Giles,0,0,0,2020-03-25T15:58:59.000Z
1774,Virginia,Madison,1,0,0,2020-03-25T15:58:59.000Z
1508,Virginia,King William,0,0,0,2020-03-25T15:58:59.000Z
907,Virginia,Falls Church,0,0,0,2020-03-25T15:58:59.000Z
3088,Virginia,Williamsburg,5,0,1,2020-03-25T15:58:59.000Z
2192,Virginia,Page,0,0,0,2020-03-25T15:58:59.000Z
1509,Virginia,King and Queen,0,0,0,2020-03-25T15:58:59.000Z
405,Virginia,Carroll,0,0,0,2020-03-25T15:58:59.000Z
913,Virginia,Fauquier,0,0,0,2020-03-25T15:58:59.000Z
778,Virginia,Dickenson,0,0,0,2020-03-25T15:58:59.000Z
1738,Virginia,Lynchburg,2,0,0,2020-03-25T15:58:59.000Z
1734,Virginia,Lunenburg,0,0,0,2020-03-25T15:58:59.000Z
2097,Virginia,Northampton,0,0,0,2020-03-25T15:58:59.000Z
787,Virginia,Dinwiddie,0,0,0,2020-03-25T15:58:59.000Z
392,Virginia,Caroline,0,0,0,2020-03-25T15:58:59.000Z
2092,Virginia,Norfolk,8,0,0,2020-03-25T15:58:59.000Z
2430,Virginia,Richmond,0,0,0,2020-03-25T15:58:59.000Z
1006,Virginia,Galax,0,0,0,2020-03-25T15:58:59.000Z
1721,Virginia,Louisa,3,0,0,2020-03-25T15:58:59.000Z
2099,Virginia,Northumberland,0,0,0,2020-03-25T15:58:59.000Z
1635,Virginia,Lee,2,0,0,2020-03-25T15:58:59.000Z
3054,Washington,Whatcom,64,0,2,2020-03-25T15:58:59.000Z
2705,Washington,Stevens,1,0,0,2020-03-25T15:58:59.000Z
1357,Washington,Island,38,0,1,2020-03-25T15:58:59.000Z
18,Washington,Adams,1,0,0,2020-03-25T15:58:59.000Z
468,Washington,Chelan,10,0,1,2020-03-25T15:58:59.000Z
649,Washington,Cowlitz,3,0,0,2020-03-25T15:58:59.000Z
1684,Washington,Lincoln,1,0,0,2020-03-25T15:58:59.000Z
530,Washington,Clark,16,0,4,2020-03-25T15:58:59.000Z
2515,Washington,San Juan,1,0,0,2020-03-25T15:58:59.000Z
516,Washington,Clallam,4,0,0,2020-03-25T15:58:59.000Z
2265,Washington,Pierce,138,0,1,2020-03-25T15:58:59.000Z
2190,Washington,Pacific,0,0,0,2020-03-25T15:58:59.000Z
2797,Washington,Thurston,14,0,0,2020-03-25T15:58:59.000Z
1520,Washington,Kitsap,20,0,0,2020-03-25T15:58:59.000Z
1018,Washington,Garfield,0,0,0,2020-03-25T15:58:59.000Z
94,Washington,Asotin,0,0,0,2020-03-25T15:58:59.000Z
1521,Washington,Kittitas,18,0,0,2020-03-25T15:58:59.000Z
1525,Washington,Klickitat,6,0,0,2020-03-25T15:58:59.000Z
2873,Washington,Unassigned,51,0,0,2020-03-25T15:58:59.000Z
188,Washington,Benton,12,0,3,2020-03-25T15:58:59.000Z
980,Washington,Franklin,7,0,0,2020-03-25T15:58:59.000Z
2221,Washington,Pend Oreille,0,0,0,2020-03-25T15:58:59.000Z
1652,Washington,Lewis,2,0,0,2020-03-25T15:58:59.000Z
927,Washington,Ferry,0,0,0,2020-03-25T15:58:59.000Z
816,Washington,Douglas,2,0,0,2020-03-25T15:58:59.000Z
1093,Washington,Grant,27,0,1,2020-03-25T15:58:59.000Z
1506,Washington,King,1277,0,94,2020-03-25T15:58:59.000Z
2625,Washington,Skagit,48,0,1,2020-03-25T15:58:59.000Z
2126,Washington,Okanogan,0,0,0,2020-03-25T15:58:59.000Z
1423,Washington,Jefferson,9,0,0,2020-03-25T15:58:59.000Z
2651,Washington,Spokane,33,0,0,2020-03-25T15:58:59.000Z
611,Washington,Columbia,1,0,0,2020-03-25T15:58:59.000Z
1836,Washington,Mason,2,0,0,2020-03-25T15:58:59.000Z
2634,Washington,Snohomish,614,0,16,2020-03-25T15:58:59.000Z
2940,Washington,Walla Walla,2,0,0,2020-03-25T15:58:59.000Z
3140,Washington,Yakima,47,0,1,2020-03-25T15:58:59.000Z
3070,Washington,Whitman,2,0,0,2020-03-25T15:58:59.000Z
2933,Washington,Wahkiakum,0,0,0,2020-03-25T15:58:59.000Z
2627,Washington,Skamania,0,0,0,2020-03-25T15:58:59.000Z
1101,Washington,Grays Harbor,1,0,0,2020-03-25T15:58:59.000Z
2298,West Virginia,Pocahontas,0,0,0,2020-03-25T15:58:59.000Z
2380,West Virginia,Raleigh,0,0,0,2020-03-25T15:58:59.000Z
2124,West Virginia,Ohio,0,0,0,2020-03-25T15:58:59.000Z
3137,West Virginia,Wyoming,0,0,0,2020-03-25T15:58:59.000Z
3115,West Virginia,Wood,1,0,0,2020-03-25T15:58:59.000Z
2224,West Virginia,Pendleton,0,0,0,2020-03-25T15:58:59.000Z
277,West Virginia,Brooke,0,0,0,2020-03-25T15:58:59.000Z
3040,West Virginia,Webster,0,0,0,2020-03-25T15:58:59.000Z
238,West Virginia,Boone,0,0,0,2020-03-25T15:58:59.000Z
2370,West Virginia,Putnam,1,0,0,2020-03-25T15:58:59.000Z
3051,West Virginia,Wetzel,0,0,0,2020-03-25T15:58:59.000Z
335,West Virginia,Cabell,0,0,0,2020-03-25T15:58:59.000Z
132,West Virginia,Barbour,0,0,0,2020-03-25T15:58:59.000Z
262,West Virginia,Braxton,0,0,0,2020-03-25T15:58:59.000Z
2392,West Virginia,Randolph,0,0,0,2020-03-25T15:58:59.000Z
192,West Virginia,Berkeley,2,0,0,2020-03-25T15:58:59.000Z
2293,West Virginia,Pleasants,0,0,0,2020-03-25T15:58:59.000Z
3109,West Virginia,Wirt,0,0,0,2020-03-25T15:58:59.000Z
2344,West Virginia,Preston,1,0,0,2020-03-25T15:58:59.000Z
2081,West Virginia,Nicholas,0,0,0,2020-03-25T15:58:59.000Z
1185,West Virginia,Hancock,0,0,0,2020-03-25T15:58:59.000Z
1202,West Virginia,Hardy,0,0,0,2020-03-25T15:58:59.000Z
1956,West Virginia,Monongalia,16,0,0,2020-03-25T15:58:59.000Z
1045,West Virginia,Gilmer,0,0,0,2020-03-25T15:58:59.000Z
2730,West Virginia,Summers,0,0,0,2020-03-25T15:58:59.000Z
2894,West Virginia,Upshur,0,0,0,2020-03-25T15:58:59.000Z
1936,West Virginia,Mingo,0,0,0,2020-03-25T15:58:59.000Z
1837,West Virginia,Mason,0,0,0,2020-03-25T15:58:59.000Z
555,West Virginia,Clay,0,0,0,2020-03-25T15:58:59.000Z
2837,West Virginia,Tucker,2,0,0,2020-03-25T15:58:59.000Z
1712,West Virginia,Logan,0,0,0,2020-03-25T15:58:59.000Z
1905,West Virginia,Mercer,2,0,0,2020-03-25T15:58:59.000Z
1808,West Virginia,Marion,0,0,0,2020-03-25T15:58:59.000Z
1220,West Virginia,Harrison,3,0,0,2020-03-25T15:58:59.000Z
1857,West Virginia,McDowell,0,0,0,2020-03-25T15:58:59.000Z
1824,West Virginia,Marshall,2,0,0,2020-03-25T15:58:59.000Z
1935,West Virginia,Mineral,0,0,0,2020-03-25T15:58:59.000Z
1424,West Virginia,Jefferson,3,0,0,2020-03-25T15:58:59.000Z
1972,West Virginia,Monroe,0,0,0,2020-03-25T15:58:59.000Z
2439,West Virginia,Ritchie,0,0,0,2020-03-25T15:58:59.000Z
357,West Virginia,Calhoun,0,0,0,2020-03-25T15:58:59.000Z
1468,West Virginia,Kanawha,4,0,0,2020-03-25T15:58:59.000Z
1110,West Virginia,Greenbrier,0,0,0,2020-03-25T15:58:59.000Z
1173,West Virginia,Hampshire,0,0,0,2020-03-25T15:58:59.000Z
1386,West Virginia,Jackson,2,0,0,2020-03-25T15:58:59.000Z
1685,West Virginia,Lincoln,0,0,0,2020-03-25T15:58:59.000Z
2850,West Virginia,Tyler,0,0,0,2020-03-25T15:58:59.000Z
3028,West Virginia,Wayne,0,0,0,2020-03-25T15:58:59.000Z
2774,West Virginia,Taylor,0,0,0,2020-03-25T15:58:59.000Z
792,West Virginia,Doddridge,0,0,0,2020-03-25T15:58:59.000Z
1653,West Virginia,Lewis,0,0,0,2020-03-25T15:58:59.000Z
2442,West Virginia,Roane,0,0,0,2020-03-25T15:58:59.000Z
924,West Virginia,Fayette,0,0,0,2020-03-25T15:58:59.000Z
2015,West Virginia,Morgan,0,0,0,2020-03-25T15:58:59.000Z
1094,West Virginia,Grant,0,0,0,2020-03-25T15:58:59.000Z
936,Wisconsin,Florence,0,0,0,2020-03-25T15:58:59.000Z
1686,Wisconsin,Lincoln,0,0,0,2020-03-25T15:58:59.000Z
1387,Wisconsin,Jackson,0,0,0,2020-03-25T15:58:59.000Z
3104,Wisconsin,Winnebago,5,0,0,2020-03-25T15:58:59.000Z
2589,Wisconsin,Shawano,0,0,0,2020-03-25T15:58:59.000Z
1590,Wisconsin,Langlade,0,0,0,2020-03-25T15:58:59.000Z
2591,Wisconsin,Sheboygan,6,0,0,2020-03-25T15:58:59.000Z
2827,Wisconsin,Trempealeau,0,0,0,2020-03-25T15:58:59.000Z
843,Wisconsin,Eau Claire,5,0,0,2020-03-25T15:58:59.000Z
2377,Wisconsin,Racine,5,0,0,2020-03-25T15:58:59.000Z
2312,Wisconsin,Polk,0,0,0,2020-03-25T15:58:59.000Z
1462,Wisconsin,Juneau,0,0,0,2020-03-25T15:58:59.000Z
1109,Wisconsin,Green Lake,0,0,0,2020-03-25T15:58:59.000Z
1108,Wisconsin,Green,1,0,0,2020-03-25T15:58:59.000Z
1095,Wisconsin,Grant,0,0,0,2020-03-25T15:58:59.000Z
2775,Wisconsin,Taylor,0,0,0,2020-03-25T15:58:59.000Z
91,Wisconsin,Ashland,0,0,0,2020-03-25T15:58:59.000Z
1487,Wisconsin,Kenosha,13,0,0,2020-03-25T15:58:59.000Z
1499,Wisconsin,Kewaunee,0,0,0,2020-03-25T15:58:59.000Z
2266,Wisconsin,Pierce,3,0,0,2020-03-25T15:58:59.000Z
2660,Wisconsin,St. Croix,4,0,0,2020-03-25T15:58:59.000Z
1542,Wisconsin,La Crosse,10,0,0,2020-03-25T15:58:59.000Z
2229,Wisconsin,Pepin,0,0,0,2020-03-25T15:58:59.000Z
1560,Wisconsin,Lafayette,0,0,0,2020-03-25T15:58:59.000Z
152,Wisconsin,Bayfield,1,0,0,2020-03-25T15:58:59.000Z
949,Wisconsin,Forest,0,0,0,2020-03-25T15:58:59.000Z
945,Wisconsin,Fond du Lac,18,0,1,2020-03-25T15:58:59.000Z
3116,Wisconsin,Wood,1,0,0,2020-03-25T15:58:59.000Z
137,Wisconsin,Barron,0,0,0,2020-03-25T15:58:59.000Z
2539,Wisconsin,Sauk,4,0,0,2020-03-25T15:58:59.000Z
829,Wisconsin,Dunn,1,0,0,2020-03-25T15:58:59.000Z
2117,Wisconsin,Oconto,0,0,0,2020-03-25T15:58:59.000Z
2973,Wisconsin,Washburn,0,0,0,2020-03-25T15:58:59.000Z
531,Wisconsin,Clark,0,0,0,2020-03-25T15:58:59.000Z
292,Wisconsin,Brown,3,0,0,2020-03-25T15:58:59.000Z
1973,Wisconsin,Monroe,0,0,0,2020-03-25T15:58:59.000Z
497,Wisconsin,Chippewa,1,0,0,2020-03-25T15:58:59.000Z
2453,Wisconsin,Rock,3,0,0,2020-03-25T15:58:59.000Z
3004,Wisconsin,Washington,17,0,0,2020-03-25T15:58:59.000Z
1352,Wisconsin,Iron,0,0,0,2020-03-25T15:58:59.000Z
19,Wisconsin,Adams,0,0,0,2020-03-25T15:58:59.000Z
3011,Wisconsin,Waupaca,0,0,0,2020-03-25T15:58:59.000Z
3012,Wisconsin,Waushara,0,0,0,2020-03-25T15:58:59.000Z
307,Wisconsin,Buffalo,0,0,0,2020-03-25T15:58:59.000Z
1346,Wisconsin,Iowa,1,0,0,2020-03-25T15:58:59.000Z
320,Wisconsin,Burnett,0,0,0,2020-03-25T15:58:59.000Z
2345,Wisconsin,Price,0,0,0,2020-03-25T15:58:59.000Z
361,Wisconsin,Calumet,1,0,0,2020-03-25T15:58:59.000Z
2426,Wisconsin,Richland,0,0,0,2020-03-25T15:58:59.000Z
3010,Wisconsin,Waukesha,31,0,0,2020-03-25T15:58:59.000Z
2480,Wisconsin,Rusk,0,0,0,2020-03-25T15:58:59.000Z
1930,Wisconsin,Milwaukee,243,0,3,2020-03-25T15:58:59.000Z
1786,Wisconsin,Marathon,1,0,0,2020-03-25T15:58:59.000Z
817,Wisconsin,Douglas,4,0,0,2020-03-25T15:58:59.000Z
802,Wisconsin,Door,0,0,0,2020-03-25T15:58:59.000Z
796,Wisconsin,Dodge,3,0,0,2020-03-25T15:58:59.000Z
2541,Wisconsin,Sawyer,0,0,0,2020-03-25T15:58:59.000Z
1425,Wisconsin,Jefferson,4,0,0,2020-03-25T15:58:59.000Z
2189,Wisconsin,Ozaukee,16,0,1,2020-03-25T15:58:59.000Z
1785,Wisconsin,Manitowoc,0,0,0,2020-03-25T15:58:59.000Z
612,Wisconsin,Columbia,5,0,0,2020-03-25T15:58:59.000Z
2181,Wisconsin,Outagamie,2,0,0,2020-03-25T15:58:59.000Z
2321,Wisconsin,Portage,0,0,0,2020-03-25T15:58:59.000Z
1812,Wisconsin,Marquette,0,0,0,2020-03-25T15:58:59.000Z
713,Wisconsin,Dane,72,0,0,2020-03-25T15:58:59.000Z
2920,Wisconsin,Vernon,0,0,0,2020-03-25T15:58:59.000Z
2923,Wisconsin,Vilas,0,0,0,2020-03-25T15:58:59.000Z
665,Wisconsin,Crawford,0,0,0,2020-03-25T15:58:59.000Z
2949,Wisconsin,Walworth,4,0,0,2020-03-25T15:58:59.000Z
1896,Wisconsin,Menominee,0,0,0,2020-03-25T15:58:59.000Z
2138,Wisconsin,Oneida,0,0,0,2020-03-25T15:58:59.000Z
1791,Wisconsin,Marinette,0,0,0,2020-03-25T15:58:59.000Z
1297,Wyoming,Hot Springs,0,0,0,2020-03-25T15:58:59.000Z
2719,Wyoming,Sublette,0,0,0,2020-03-25T15:58:59.000Z
28,Wyoming,Albany,0,0,0,2020-03-25T15:58:59.000Z
2083,Wyoming,Niobrara,0,0,0,2020-03-25T15:58:59.000Z
2752,Wyoming,Sweetwater,2,0,0,2020-03-25T15:58:59.000Z
2048,Wyoming,Natrona,3,0,0,2020-03-25T15:58:59.000Z
377,Wyoming,Campbell,1,0,0,2020-03-25T15:58:59.000Z
387,Wyoming,Carbon,3,0,0,2020-03-25T15:58:59.000Z
3050,Wyoming,Weston,0,0,0,2020-03-25T15:58:59.000Z
2972,Wyoming,Washakie,0,0,0,2020-03-25T15:58:59.000Z
625,Wyoming,Converse,0,0,0,2020-03-25T15:58:59.000Z
205,Wyoming,Big Horn,0,0,0,2020-03-25T15:58:59.000Z
1449,Wyoming,Johnson,0,0,0,2020-03-25T15:58:59.000Z
2201,Wyoming,Park,1,0,0,2020-03-25T15:58:59.000Z
2852,Wyoming,Uinta,0,0,0,2020-03-25T15:58:59.000Z
1593,Wyoming,Laramie,10,0,0,2020-03-25T15:58:59.000Z
990,Wyoming,Fremont,13,0,0,2020-03-25T15:58:59.000Z
2607,Wyoming,Sheridan,4,0,0,2020-03-25T15:58:59.000Z
2788,Wyoming,Teton,3,0,0,2020-03-25T15:58:59.000Z
1065,Wyoming,Goshen,0,0,0,2020-03-25T15:58:59.000Z
2292,Wyoming,Platte,0,0,0,2020-03-25T15:58:59.000Z
1687,Wyoming,Lincoln,0,0,0,2020-03-25T15:58:59.000Z
674,Wyoming,Crook,0,0,0,2020-03-25T15:58:59.000Z
